"Route","Departing_Port","Arriving_Port","Airline","Month","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","Year","Month_Num","Departing_Latitude","Departing_Longitude","Arriving_Latitude","Arriving_Longitude"
"Perth-Adelaide","Perth","Adelaide","Virgin Australia Regional Airlines","Jan-20",30,30,0,28,18,2,12,2020,1,-31.9403,115.9676,-34.945,138.5306
"Perth-Darwin","Perth","Darwin","Virgin Australia Regional Airlines","Jan-20",11,11,0,11,11,0,0,2020,1,-31.9403,115.9676,-12.4147,130.8767
"Adelaide-Brisbane","Adelaide","Brisbane","Jetstar","Feb-20",21,21,0,16,16,5,5,2020,2,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Gold Coast","Adelaide","Gold Coast","Jetstar","Feb-20",25,25,0,11,10,14,15,2020,2,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Jetstar","Feb-20",103,92,11,62,68,30,24,2020,2,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Jetstar","Feb-20",21,21,0,17,21,4,0,2020,2,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Jetstar","Feb-20",110,105,5,79,75,26,30,2020,2,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Jetstar","Feb-20",21,21,0,18,18,3,3,2020,2,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Jetstar","Feb-20",73,72,1,40,50,32,22,2020,2,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Darwin","Brisbane","Darwin","Jetstar","Feb-20",17,17,0,14,16,3,1,2020,2,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Jetstar","Feb-20",112,108,4,56,71,52,37,2020,2,-27.3842,153.1175,-37.669,144.841
"Brisbane-Sydney","Brisbane","Sydney","Jetstar","Feb-20",133,114,19,70,71,44,43,2020,2,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Jetstar","Feb-20",74,73,1,53,54,20,19,2020,2,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Jetstar","Feb-20",58,56,2,41,39,15,17,2020,2,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Jetstar","Feb-20",72,66,6,58,58,8,8,2020,2,-16.8858,145.7553,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","Jetstar","Feb-20",17,17,0,15,16,2,1,2020,2,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Jetstar","Feb-20",16,16,0,13,15,3,1,2020,2,-12.4147,130.8767,-37.669,144.841
"Darwin-Sydney","Darwin","Sydney","Jetstar","Feb-20",13,13,0,9,6,4,7,2020,2,-12.4147,130.8767,-33.9399,151.1753
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar","Feb-20",25,25,0,20,19,5,6,2020,2,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Melbourne","Gold Coast","Melbourne","Jetstar","Feb-20",123,122,1,68,80,54,42,2020,2,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Jetstar","Feb-20",255,241,14,146,159,95,82,2020,2,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar","Feb-20",103,92,11,62,62,30,30,2020,2,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar","Feb-20",112,108,4,72,65,36,43,2020,2,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Jetstar","Feb-20",58,57,1,47,51,10,6,2020,2,-37.669,144.841,-16.8858,145.7553
"Melbourne-Darwin","Melbourne","Darwin","Jetstar","Feb-20",16,16,0,15,16,1,0,2020,2,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Jetstar","Feb-20",123,122,1,82,75,40,47,2020,2,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Jetstar","Feb-20",48,43,5,38,41,5,2,2020,2,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Jetstar","Feb-20",395,356,39,228,208,128,148,2020,2,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Jetstar","Feb-20",22,21,1,12,12,9,9,2020,2,-31.9403,115.9676,-34.945,138.5306
"Perth-Melbourne","Perth","Melbourne","Jetstar","Feb-20",48,43,5,37,40,6,3,2020,2,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Jetstar","Feb-20",25,25,0,16,15,9,10,2020,2,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Jetstar","Feb-20",110,106,4,76,81,30,25,2020,2,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Jetstar","Feb-20",129,114,15,66,68,48,46,2020,2,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Jetstar","Feb-20",72,65,7,50,57,15,8,2020,2,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Darwin","Sydney","Darwin","Jetstar","Feb-20",13,13,0,9,10,4,3,2020,2,-33.9399,151.1753,-12.4147,130.8767
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar","Feb-20",252,239,13,156,152,83,87,2020,2,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Jetstar","Feb-20",393,353,40,226,236,127,117,2020,2,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Jetstar","Feb-20",25,25,0,18,21,7,4,2020,2,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Brisbane","Adelaide","Brisbane","Qantas","Feb-20",103,103,0,92,87,11,16,2020,2,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","Qantas","Feb-20",41,40,1,39,36,1,4,2020,2,-34.945,138.5306,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","Qantas","Feb-20",280,274,6,228,220,46,54,2020,2,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Qantas","Feb-20",115,115,0,106,104,9,11,2020,2,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Qantas","Feb-20",230,225,5,174,154,51,71,2020,2,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Qantas","Feb-20",103,103,0,82,83,21,20,2020,2,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Qantas","Feb-20",25,25,0,24,24,1,1,2020,2,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Darwin","Brisbane","Darwin","Qantas","Feb-20",29,29,0,24,24,5,5,2020,2,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Qantas","Feb-20",380,373,7,290,285,83,88,2020,2,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Qantas","Feb-20",140,140,0,98,94,42,46,2020,2,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Qantas","Feb-20",583,550,33,461,406,89,144,2020,2,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Qantas","Feb-20",25,25,0,23,23,2,2,2020,2,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Qantas","Feb-20",36,36,0,32,32,4,4,2020,2,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Qantas","Feb-20",58,58,0,47,41,11,17,2020,2,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Adelaide","Canberra","Adelaide","Qantas","Feb-20",40,40,0,38,38,2,2,2020,2,-35.3069,149.195,-34.945,138.5306
"Canberra-Melbourne","Canberra","Melbourne","Qantas","Feb-20",228,222,6,197,190,25,32,2020,2,-35.3069,149.195,-37.669,144.841
"Darwin-Brisbane","Darwin","Brisbane","Qantas","Feb-20",29,29,0,21,18,8,11,2020,2,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Qantas","Feb-20",25,25,0,22,21,3,4,2020,2,-12.4147,130.8767,-37.669,144.841
"Darwin-Perth","Darwin","Perth","Qantas","Feb-20",29,29,0,24,23,5,6,2020,2,-12.4147,130.8767,-31.9403,115.9676
"Darwin-Sydney","Darwin","Sydney","Qantas","Feb-20",30,30,0,18,17,12,13,2020,2,-12.4147,130.8767,-33.9399,151.1753
"Gold Coast-Melbourne","Gold Coast","Melbourne","Qantas","Feb-20",31,31,0,22,25,9,6,2020,2,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Qantas","Feb-20",56,56,0,42,43,14,13,2020,2,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Qantas","Feb-20",280,277,3,220,221,57,56,2020,2,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Qantas","Feb-20",379,371,8,299,264,72,107,2020,2,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Qantas","Feb-20",37,37,0,32,34,5,3,2020,2,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Qantas","Feb-20",228,223,5,195,191,28,32,2020,2,-37.669,144.841,-35.3069,149.195
"Melbourne-Darwin","Melbourne","Darwin","Qantas","Feb-20",25,25,0,24,23,1,2,2020,2,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Qantas","Feb-20",30,30,0,29,25,1,5,2020,2,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Qantas","Feb-20",187,185,2,134,133,51,52,2020,2,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Qantas","Feb-20",1052,938,114,777,657,161,281,2020,2,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Qantas","Feb-20",114,114,0,93,98,21,16,2020,2,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Qantas","Feb-20",140,140,0,109,116,31,24,2020,2,-31.9403,115.9676,-27.3842,153.1175
"Perth-Darwin","Perth","Darwin","Qantas","Feb-20",29,29,0,27,26,2,3,2020,2,-31.9403,115.9676,-12.4147,130.8767
"Perth-Melbourne","Perth","Melbourne","Qantas","Feb-20",188,186,2,149,152,37,34,2020,2,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Qantas","Feb-20",193,191,2,156,152,35,39,2020,2,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Qantas","Feb-20",231,224,7,162,165,62,59,2020,2,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Qantas","Feb-20",582,551,31,431,396,120,155,2020,2,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Qantas","Feb-20",58,58,0,45,47,13,11,2020,2,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Darwin","Sydney","Darwin","Qantas","Feb-20",30,30,0,17,24,13,6,2020,2,-33.9399,151.1753,-12.4147,130.8767
"Sydney-Gold Coast","Sydney","Gold Coast","Qantas","Feb-20",56,56,0,39,40,17,16,2020,2,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Qantas","Feb-20",1051,936,115,699,676,237,260,2020,2,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Qantas","Feb-20",194,192,2,133,147,59,45,2020,2,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Canberra","Adelaide","Canberra","QantasLink","Feb-20",5,4,1,4,4,0,0,2020,2,-34.945,138.5306,-35.3069,149.195
"Brisbane-Cairns","Brisbane","Cairns","QantasLink","Feb-20",123,123,0,110,105,13,18,2020,2,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","QantasLink","Feb-20",142,141,1,111,116,30,25,2020,2,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Sydney","Brisbane","Sydney","QantasLink","Feb-20",6,6,0,6,4,0,2,2020,2,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","QantasLink","Feb-20",123,123,0,106,100,17,23,2020,2,-16.8858,145.7553,-27.3842,153.1175
"Canberra-Adelaide","Canberra","Adelaide","QantasLink","Feb-20",5,4,1,3,4,1,0,2020,2,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","QantasLink","Feb-20",143,141,2,113,104,28,37,2020,2,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","QantasLink","Feb-20",44,42,2,34,34,8,8,2020,2,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","QantasLink","Feb-20",458,431,27,322,304,109,127,2020,2,-35.3069,149.195,-33.9399,151.1753
"Gold Coast-Sydney","Gold Coast","Sydney","QantasLink","Feb-20",72,71,1,42,43,29,28,2020,2,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Canberra","Melbourne","Canberra","QantasLink","Feb-20",44,39,5,33,31,6,8,2020,2,-37.669,144.841,-35.3069,149.195
"Sydney-Brisbane","Sydney","Brisbane","QantasLink","Feb-20",5,5,0,4,4,1,1,2020,2,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Canberra","Sydney","Canberra","QantasLink","Feb-20",459,441,18,338,334,103,107,2020,2,-33.9399,151.1753,-35.3069,149.195
"Sydney-Gold Coast","Sydney","Gold Coast","QantasLink","Feb-20",72,71,1,41,41,30,30,2020,2,-33.9399,151.1753,-28.1644,153.5051
"Adelaide-Brisbane","Adelaide","Brisbane","Tigerair Australia","Feb-20",19,19,0,15,14,4,5,2020,2,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Melbourne","Adelaide","Melbourne","Tigerair Australia","Feb-20",58,57,1,39,38,18,19,2020,2,-34.945,138.5306,-37.669,144.841
"Adelaide-Sydney","Adelaide","Sydney","Tigerair Australia","Feb-20",17,17,0,9,8,8,9,2020,2,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Tigerair Australia","Feb-20",19,19,0,14,15,5,4,2020,2,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Tigerair Australia","Feb-20",28,27,1,19,19,8,8,2020,2,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Tigerair Australia","Feb-20",20,20,0,17,18,3,2,2020,2,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Melbourne","Brisbane","Melbourne","Tigerair Australia","Feb-20",103,101,2,73,70,28,31,2020,2,-27.3842,153.1175,-37.669,144.841
"Brisbane-Sydney","Brisbane","Sydney","Tigerair Australia","Feb-20",110,105,5,79,70,26,35,2020,2,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Tigerair Australia","Feb-20",28,27,1,19,20,8,7,2020,2,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Tigerair Australia","Feb-20",30,30,0,23,19,7,11,2020,2,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Tigerair Australia","Feb-20",28,28,0,25,24,3,4,2020,2,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Brisbane","Canberra","Brisbane","Tigerair Australia","Feb-20",20,20,0,18,17,2,3,2020,2,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","Tigerair Australia","Feb-20",37,37,0,27,27,10,10,2020,2,-35.3069,149.195,-37.669,144.841
"Gold Coast-Melbourne","Gold Coast","Melbourne","Tigerair Australia","Feb-20",70,70,0,42,47,28,23,2020,2,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Tigerair Australia","Feb-20",72,70,2,38,38,32,32,2020,2,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Tigerair Australia","Feb-20",58,57,1,46,42,11,15,2020,2,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Tigerair Australia","Feb-20",103,101,2,92,81,9,20,2020,2,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Tigerair Australia","Feb-20",30,30,0,27,27,3,3,2020,2,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Tigerair Australia","Feb-20",37,37,0,28,28,9,9,2020,2,-37.669,144.841,-35.3069,149.195
"Melbourne-Gold Coast","Melbourne","Gold Coast","Tigerair Australia","Feb-20",70,70,0,59,45,11,25,2020,2,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Tigerair Australia","Feb-20",44,44,0,36,38,8,6,2020,2,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Tigerair Australia","Feb-20",213,198,15,140,117,58,81,2020,2,-37.669,144.841,-33.9399,151.1753
"Perth-Melbourne","Perth","Melbourne","Tigerair Australia","Feb-20",45,45,0,35,38,10,7,2020,2,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Tigerair Australia","Feb-20",25,24,1,14,15,10,9,2020,2,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Tigerair Australia","Feb-20",18,18,0,11,9,7,9,2020,2,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Tigerair Australia","Feb-20",110,105,5,73,59,32,46,2020,2,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Tigerair Australia","Feb-20",28,28,0,26,25,2,3,2020,2,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Gold Coast","Sydney","Gold Coast","Tigerair Australia","Feb-20",72,70,2,45,42,25,28,2020,2,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Tigerair Australia","Feb-20",212,197,15,130,124,67,73,2020,2,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Tigerair Australia","Feb-20",24,24,0,12,17,12,7,2020,2,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Brisbane","Adelaide","Brisbane","Virgin Australia","Feb-20",105,105,0,90,87,15,18,2020,2,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","Virgin Australia","Feb-20",25,25,0,20,20,5,5,2020,2,-34.945,138.5306,-35.3069,149.195
"Adelaide-Gold Coast","Adelaide","Gold Coast","Virgin Australia","Feb-20",30,30,0,30,28,0,2,2020,2,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia","Feb-20",259,254,5,213,206,41,48,2020,2,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Virgin Australia","Feb-20",36,36,0,32,33,4,3,2020,2,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Virgin Australia","Feb-20",155,148,7,134,127,14,21,2020,2,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Virgin Australia","Feb-20",104,104,0,81,84,23,20,2020,2,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Virgin Australia","Feb-20",115,114,1,92,90,22,24,2020,2,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Virgin Australia","Feb-20",86,86,0,64,68,22,18,2020,2,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Virgin Australia","Feb-20",29,29,0,23,19,6,10,2020,2,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Virgin Australia","Feb-20",328,308,20,237,229,71,79,2020,2,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Virgin Australia","Feb-20",102,102,0,60,54,42,48,2020,2,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Virgin Australia","Feb-20",473,446,27,349,322,97,124,2020,2,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Virgin Australia","Feb-20",115,114,1,98,96,16,18,2020,2,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Virgin Australia","Feb-20",29,29,0,27,25,2,4,2020,2,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Virgin Australia","Feb-20",78,75,3,61,62,14,13,2020,2,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Adelaide","Canberra","Adelaide","Virgin Australia","Feb-20",25,25,0,19,19,6,6,2020,2,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","Virgin Australia","Feb-20",86,86,0,75,71,11,15,2020,2,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","Virgin Australia","Feb-20",153,151,2,126,120,25,31,2020,2,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","Virgin Australia","Feb-20",220,210,10,180,171,30,39,2020,2,-35.3069,149.195,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","Virgin Australia","Feb-20",29,29,0,25,20,4,9,2020,2,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Virgin Australia","Feb-20",29,29,0,24,24,5,5,2020,2,-12.4147,130.8767,-37.669,144.841
"Darwin-Perth","Darwin","Perth","Virgin Australia","Feb-20",15,15,0,12,11,3,4,2020,2,-12.4147,130.8767,-31.9403,115.9676
"Darwin-Sydney","Darwin","Sydney","Virgin Australia","Feb-20",16,15,1,14,12,1,3,2020,2,-12.4147,130.8767,-33.9399,151.1753
"Gold Coast-Adelaide","Gold Coast","Adelaide","Virgin Australia","Feb-20",30,30,0,22,27,8,3,2020,2,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Melbourne","Gold Coast","Melbourne","Virgin Australia","Feb-20",178,178,0,119,139,59,39,2020,2,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Virgin Australia","Feb-20",224,220,4,139,151,81,69,2020,2,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Virgin Australia","Feb-20",259,254,5,213,196,41,58,2020,2,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Virgin Australia","Feb-20",326,309,17,269,241,40,68,2020,2,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Virgin Australia","Feb-20",29,29,0,28,28,1,1,2020,2,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Virgin Australia","Feb-20",152,150,2,125,118,25,32,2020,2,-37.669,144.841,-35.3069,149.195
"Melbourne-Darwin","Melbourne","Darwin","Virgin Australia","Feb-20",28,28,0,22,21,6,7,2020,2,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Virgin Australia","Feb-20",178,178,0,154,122,24,56,2020,2,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Virgin Australia","Feb-20",134,134,0,100,100,34,34,2020,2,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Virgin Australia","Feb-20",675,619,56,532,451,87,168,2020,2,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Virgin Australia","Feb-20",36,36,0,30,29,6,7,2020,2,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Virgin Australia","Feb-20",101,101,0,76,86,25,15,2020,2,-31.9403,115.9676,-27.3842,153.1175
"Perth-Darwin","Perth","Darwin","Virgin Australia","Feb-20",15,15,0,13,12,2,3,2020,2,-31.9403,115.9676,-12.4147,130.8767
"Perth-Melbourne","Perth","Melbourne","Virgin Australia","Feb-20",134,134,0,120,111,14,23,2020,2,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Virgin Australia","Feb-20",112,111,1,100,90,11,21,2020,2,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Virgin Australia","Feb-20",155,148,7,109,119,39,29,2020,2,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Virgin Australia","Feb-20",474,444,30,335,306,109,138,2020,2,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Virgin Australia","Feb-20",77,74,3,53,50,21,24,2020,2,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Canberra","Sydney","Canberra","Virgin Australia","Feb-20",220,209,11,158,163,51,46,2020,2,-33.9399,151.1753,-35.3069,149.195
"Sydney-Darwin","Sydney","Darwin","Virgin Australia","Feb-20",16,15,1,13,13,2,2,2020,2,-33.9399,151.1753,-12.4147,130.8767
"Sydney-Gold Coast","Sydney","Gold Coast","Virgin Australia","Feb-20",224,221,3,171,155,50,66,2020,2,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Virgin Australia","Feb-20",672,619,53,477,459,142,160,2020,2,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Virgin Australia","Feb-20",112,110,2,73,86,37,24,2020,2,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia Regional Airlines","Feb-20",6,6,0,2,2,4,4,2020,2,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Virgin Australia Regional Airlines","Feb-20",26,24,2,14,9,10,15,2020,2,-34.945,138.5306,-31.9403,115.9676
"Darwin-Perth","Darwin","Perth","Virgin Australia Regional Airlines","Feb-20",14,14,0,10,13,4,1,2020,2,-12.4147,130.8767,-31.9403,115.9676
