Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num,Departing_Latitude,Departing_Longitude,Arriving_Latitude,Arriving_Longitude,Reliability
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Apr-24,283,278,5,227,222,51,56,2024,4,-35.3069,149.195,-27.3842,153.1175,79.85611510791367
Canberra-Gold Coast,Canberra,Gold Coast,All Airlines,Apr-24,55,55,0,46,43,9,12,2024,4,-35.3069,149.195,-28.1644,153.5051,78.18181818181819
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Apr-24,407,393,14,262,261,131,132,2024,4,-35.3069,149.195,-37.669,144.841,66.41221374045801
Canberra-Sydney,Canberra,Sydney,All Airlines,Apr-24,639,615,24,524,490,91,125,2024,4,-35.3069,149.195,-33.9399,151.1753,79.67479674796748
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Apr-24,95,95,0,62,63,33,32,2024,4,-12.4147,130.8767,-27.3842,153.1175,66.3157894736842
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Apr-24,90,88,2,54,57,34,31,2024,4,-12.4147,130.8767,-37.669,144.841,64.77272727272727
Darwin-Perth,Darwin,Perth,All Airlines,Apr-24,51,51,0,30,31,21,20,2024,4,-12.4147,130.8767,-31.9403,115.9676,60.78431372549019
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Apr-24,70,69,1,43,48,26,21,2024,4,-28.1644,153.5051,-34.945,138.5306,69.56521739130434
Gold Coast-Canberra,Gold Coast,Canberra,All Airlines,Apr-24,55,55,0,43,44,12,11,2024,4,-28.1644,153.5051,-35.3069,149.195,80.0
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Apr-24,566,554,12,388,433,166,121,2024,4,-28.1644,153.5051,-37.669,144.841,78.15884476534296
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Apr-24,734,720,14,562,573,158,147,2024,4,-28.1644,153.5051,-33.9399,151.1753,79.58333333333333
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Apr-24,720,711,9,564,575,147,136,2024,4,-37.669,144.841,-34.945,138.5306,80.8720112517581
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Apr-24,1081,1046,35,840,786,206,260,2024,4,-37.669,144.841,-27.3842,153.1175,75.1434034416826
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Apr-24,215,215,0,166,159,49,56,2024,4,-37.669,144.841,-16.8858,145.7553,73.95348837209302
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Apr-24,408,398,10,280,270,118,128,2024,4,-37.669,144.841,-35.3069,149.195,67.8391959798995
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Apr-24,90,89,1,67,73,22,16,2024,4,-37.669,144.841,-12.4147,130.8767,82.02247191011236
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Apr-24,565,552,13,439,426,113,126,2024,4,-37.669,144.841,-28.1644,153.5051,77.17391304347827
Melbourne-Perth,Melbourne,Perth,All Airlines,Apr-24,502,497,5,366,426,131,71,2024,4,-37.669,144.841,-31.9403,115.9676,85.71428571428571
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Apr-24,2224,2122,102,1769,1630,353,492,2024,4,-37.669,144.841,-33.9399,151.1753,76.81432610744581
Perth-Adelaide,Perth,Adelaide,All Airlines,Apr-24,204,202,2,164,125,38,77,2024,4,-31.9403,115.9676,-34.945,138.5306,61.88118811881188
Perth-Brisbane,Perth,Brisbane,All Airlines,Apr-24,304,301,3,252,213,49,88,2024,4,-31.9403,115.9676,-27.3842,153.1175,70.7641196013289
Perth-Darwin,Perth,Darwin,All Airlines,Apr-24,51,51,0,36,33,15,18,2024,4,-31.9403,115.9676,-12.4147,130.8767,64.70588235294117
Perth-Melbourne,Perth,Melbourne,All Airlines,Apr-24,511,504,7,423,362,81,142,2024,4,-31.9403,115.9676,-37.669,144.841,71.82539682539682
Perth-Sydney,Perth,Sydney,All Airlines,Apr-24,409,407,2,322,268,85,139,2024,4,-31.9403,115.9676,-33.9399,151.1753,65.84766584766585
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Apr-24,604,591,13,455,479,136,112,2024,4,-33.9399,151.1753,-34.945,138.5306,81.04906937394247
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Apr-24,1268,1228,40,958,937,270,291,2024,4,-33.9399,151.1753,-27.3842,153.1175,76.30293159609121
Sydney-Cairns,Sydney,Cairns,All Airlines,Apr-24,257,254,3,210,213,44,41,2024,4,-33.9399,151.1753,-16.8858,145.7553,83.85826771653542
Sydney-Canberra,Sydney,Canberra,All Airlines,Apr-24,638,618,20,517,540,101,78,2024,4,-33.9399,151.1753,-35.3069,149.195,87.37864077669903
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Apr-24,733,721,12,565,564,156,157,2024,4,-33.9399,151.1753,-28.1644,153.5051,78.2246879334258
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Apr-24,2218,2109,109,1627,1655,482,454,2024,4,-33.9399,151.1753,-37.669,144.841,78.47321005215741
Sydney-Perth,Sydney,Perth,All Airlines,Apr-24,422,422,0,302,370,120,52,2024,4,-33.9399,151.1753,-31.9403,115.9676,87.67772511848341
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,May-24,35,35,0,31,30,4,5,2024,5,-34.945,138.5306,-27.3842,153.1175,85.71428571428571
Adelaide-Gold Coast,Adelaide,Gold Coast,Jetstar,May-24,27,27,0,24,25,3,2,2024,5,-34.945,138.5306,-28.1644,153.5051,92.5925925925926
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,May-24,111,111,0,93,95,18,16,2024,5,-34.945,138.5306,-37.669,144.841,85.58558558558559
Adelaide-Perth,Adelaide,Perth,Jetstar,May-24,31,30,1,26,28,4,2,2024,5,-34.945,138.5306,-31.9403,115.9676,93.33333333333333
Adelaide-Sydney,Adelaide,Sydney,Jetstar,May-24,140,136,4,109,110,27,26,2024,5,-34.945,138.5306,-33.9399,151.1753,80.88235294117648
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,May-24,35,35,0,26,29,9,6,2024,5,-27.3842,153.1175,-34.945,138.5306,82.85714285714286
Brisbane-Cairns,Brisbane,Cairns,Jetstar,May-24,93,93,0,80,78,13,15,2024,5,-27.3842,153.1175,-16.8858,145.7553,83.87096774193549
Brisbane-Canberra,Brisbane,Canberra,Jetstar,May-24,31,31,0,31,31,0,0,2024,5,-27.3842,153.1175,-35.3069,149.195,100.0
Brisbane-Darwin,Brisbane,Darwin,Jetstar,May-24,18,18,0,17,16,1,2,2024,5,-27.3842,153.1175,-12.4147,130.8767,88.88888888888889
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,May-24,154,154,0,97,115,57,39,2024,5,-27.3842,153.1175,-37.669,144.841,74.67532467532467
Brisbane-Perth,Brisbane,Perth,Jetstar,May-24,23,23,0,13,19,10,4,2024,5,-27.3842,153.1175,-31.9403,115.9676,82.6086956521739
Brisbane-Sydney,Brisbane,Sydney,Jetstar,May-24,172,168,4,139,138,29,30,2024,5,-27.3842,153.1175,-33.9399,151.1753,82.14285714285714
Cairns-Brisbane,Cairns,Brisbane,Jetstar,May-24,93,93,0,76,81,17,12,2024,5,-16.8858,145.7553,-27.3842,153.1175,87.09677419354838
Cairns-Melbourne,Cairns,Melbourne,Jetstar,May-24,62,62,0,50,56,12,6,2024,5,-16.8858,145.7553,-37.669,144.841,90.32258064516128
Cairns-Sydney,Cairns,Sydney,Jetstar,May-24,85,85,0,68,69,17,16,2024,5,-16.8858,145.7553,-33.9399,151.1753,81.17647058823529
Canberra-Brisbane,Canberra,Brisbane,Jetstar,May-24,31,31,0,31,31,0,0,2024,5,-35.3069,149.195,-27.3842,153.1175,100.0
Canberra-Gold Coast,Canberra,Gold Coast,Jetstar,May-24,19,18,1,15,14,3,4,2024,5,-35.3069,149.195,-28.1644,153.5051,77.77777777777779
Canberra-Melbourne,Canberra,Melbourne,Jetstar,May-24,22,22,0,13,14,9,8,2024,5,-35.3069,149.195,-37.669,144.841,63.63636363636363
Darwin-Brisbane,Darwin,Brisbane,Jetstar,May-24,17,17,0,14,17,3,0,2024,5,-12.4147,130.8767,-27.3842,153.1175,100.0
Darwin-Melbourne,Darwin,Melbourne,Jetstar,May-24,21,21,0,13,18,8,3,2024,5,-12.4147,130.8767,-37.669,144.841,85.71428571428571
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,May-24,27,27,0,25,25,2,2,2024,5,-28.1644,153.5051,-34.945,138.5306,92.5925925925926
Gold Coast-Canberra,Gold Coast,Canberra,Jetstar,May-24,19,19,0,14,16,5,3,2024,5,-28.1644,153.5051,-35.3069,149.195,84.21052631578947
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,May-24,154,151,3,111,124,40,27,2024,5,-28.1644,153.5051,-37.669,144.841,82.11920529801324
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,May-24,238,238,0,202,204,36,34,2024,5,-28.1644,153.5051,-33.9399,151.1753,85.71428571428571
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,May-24,111,111,0,93,99,18,12,2024,5,-37.669,144.841,-34.945,138.5306,89.1891891891892
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,May-24,154,154,0,104,93,50,61,2024,5,-37.669,144.841,-27.3842,153.1175,60.3896103896104
Melbourne-Cairns,Melbourne,Cairns,Jetstar,May-24,62,62,0,54,54,8,8,2024,5,-37.669,144.841,-16.8858,145.7553,87.09677419354838
Melbourne-Canberra,Melbourne,Canberra,Jetstar,May-24,22,22,0,15,17,7,5,2024,5,-37.669,144.841,-35.3069,149.195,77.27272727272727
Melbourne-Darwin,Melbourne,Darwin,Jetstar,May-24,22,22,0,19,20,3,2,2024,5,-37.669,144.841,-12.4147,130.8767,90.9090909090909
Melbourne-Gold Coast,Melbourne,Gold Coast,Jetstar,May-24,153,151,2,96,105,55,46,2024,5,-37.669,144.841,-28.1644,153.5051,69.5364238410596
Melbourne-Perth,Melbourne,Perth,Jetstar,May-24,63,61,2,45,56,16,5,2024,5,-37.669,144.841,-31.9403,115.9676,91.80327868852459
Melbourne-Sydney,Melbourne,Sydney,Jetstar,May-24,413,401,12,321,319,80,82,2024,5,-37.669,144.841,-33.9399,151.1753,79.55112219451371
Perth-Adelaide,Perth,Adelaide,Jetstar,May-24,31,30,1,27,24,3,6,2024,5,-31.9403,115.9676,-34.945,138.5306,80.0
Perth-Brisbane,Perth,Brisbane,Jetstar,May-24,23,22,1,15,11,7,11,2024,5,-31.9403,115.9676,-27.3842,153.1175,50.0
Perth-Melbourne,Perth,Melbourne,Jetstar,May-24,63,61,2,51,52,10,9,2024,5,-31.9403,115.9676,-37.669,144.841,85.24590163934425
Perth-Sydney,Perth,Sydney,Jetstar,May-24,54,51,3,30,26,21,25,2024,5,-31.9403,115.9676,-33.9399,151.1753,50.98039215686274
Sydney-Adelaide,Sydney,Adelaide,Jetstar,May-24,140,137,3,101,115,36,22,2024,5,-33.9399,151.1753,-34.945,138.5306,83.94160583941606
Sydney-Brisbane,Sydney,Brisbane,Jetstar,May-24,171,167,4,131,135,36,32,2024,5,-33.9399,151.1753,-27.3842,153.1175,80.83832335329342
Sydney-Cairns,Sydney,Cairns,Jetstar,May-24,85,85,0,69,68,16,17,2024,5,-33.9399,151.1753,-16.8858,145.7553,80.0
Sydney-Gold Coast,Sydney,Gold Coast,Jetstar,May-24,238,238,0,188,191,50,47,2024,5,-33.9399,151.1753,-28.1644,153.5051,80.25210084033614
Sydney-Melbourne,Sydney,Melbourne,Jetstar,May-24,413,401,12,301,324,100,77,2024,5,-33.9399,151.1753,-37.669,144.841,80.79800498753117
Sydney-Perth,Sydney,Perth,Jetstar,May-24,53,52,1,27,46,25,6,2024,5,-33.9399,151.1753,-31.9403,115.9676,88.46153846153845
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,May-24,268,263,5,223,222,40,41,2024,5,-34.945,138.5306,-37.669,144.841,84.4106463878327
Adelaide-Perth,Adelaide,Perth,Qantas,May-24,93,93,0,77,81,16,12,2024,5,-34.945,138.5306,-31.9403,115.9676,87.09677419354838
Adelaide-Sydney,Adelaide,Sydney,Qantas,May-24,245,243,2,216,197,27,46,2024,5,-34.945,138.5306,-33.9399,151.1753,81.06995884773663
Brisbane-Cairns,Brisbane,Cairns,Qantas,May-24,74,74,0,63,59,11,15,2024,5,-27.3842,153.1175,-16.8858,145.7553,79.72972972972973
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,May-24,392,377,15,301,319,76,58,2024,5,-27.3842,153.1175,-37.669,144.841,84.61538461538461
Brisbane-Perth,Brisbane,Perth,Qantas,May-24,157,157,0,126,147,31,10,2024,5,-27.3842,153.1175,-31.9403,115.9676,93.63057324840764
Brisbane-Sydney,Brisbane,Sydney,Qantas,May-24,553,539,14,454,447,85,92,2024,5,-27.3842,153.1175,-33.9399,151.1753,82.93135435992579
Cairns-Brisbane,Cairns,Brisbane,Qantas,May-24,74,74,0,61,65,13,9,2024,5,-16.8858,145.7553,-27.3842,153.1175,87.83783783783784
Cairns-Melbourne,Cairns,Melbourne,Qantas,May-24,31,31,0,17,24,14,7,2024,5,-16.8858,145.7553,-37.669,144.841,77.41935483870968
Cairns-Sydney,Cairns,Sydney,Qantas,May-24,31,31,0,11,17,20,14,2024,5,-16.8858,145.7553,-33.9399,151.1753,54.83870967741935
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,May-24,31,31,0,25,25,6,6,2024,5,-28.1644,153.5051,-37.669,144.841,80.64516129032258
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,May-24,93,93,0,71,72,22,21,2024,5,-28.1644,153.5051,-33.9399,151.1753,77.41935483870968
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,May-24,268,265,3,230,226,35,39,2024,5,-37.669,144.841,-34.945,138.5306,85.28301886792453
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,May-24,391,379,12,316,308,63,71,2024,5,-37.669,144.841,-27.3842,153.1175,81.26649076517151
Melbourne-Cairns,Melbourne,Cairns,Qantas,May-24,31,31,0,24,19,7,12,2024,5,-37.669,144.841,-16.8858,145.7553,61.29032258064516
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,May-24,31,31,0,31,31,0,0,2024,5,-37.669,144.841,-28.1644,153.5051,100.0
Melbourne-Perth,Melbourne,Perth,Qantas,May-24,209,207,2,163,177,44,30,2024,5,-37.669,144.841,-31.9403,115.9676,85.5072463768116
Melbourne-Sydney,Melbourne,Sydney,Qantas,May-24,975,884,91,787,705,97,179,2024,5,-37.669,144.841,-33.9399,151.1753,79.75113122171946
Perth-Adelaide,Perth,Adelaide,Qantas,May-24,93,93,0,81,70,12,23,2024,5,-31.9403,115.9676,-34.945,138.5306,75.26881720430107
Perth-Brisbane,Perth,Brisbane,Qantas,May-24,157,157,0,137,106,20,51,2024,5,-31.9403,115.9676,-27.3842,153.1175,67.51592356687898
Perth-Melbourne,Perth,Melbourne,Qantas,May-24,208,204,4,175,155,29,49,2024,5,-31.9403,115.9676,-37.669,144.841,75.98039215686273
Perth-Sydney,Perth,Sydney,Qantas,May-24,206,205,1,162,113,43,92,2024,5,-31.9403,115.9676,-33.9399,151.1753,55.1219512195122
Sydney-Adelaide,Sydney,Adelaide,Qantas,May-24,245,243,2,194,211,49,32,2024,5,-33.9399,151.1753,-34.945,138.5306,86.83127572016461
Sydney-Brisbane,Sydney,Brisbane,Qantas,May-24,551,536,15,426,401,110,135,2024,5,-33.9399,151.1753,-27.3842,153.1175,74.81343283582089
Sydney-Cairns,Sydney,Cairns,Qantas,May-24,31,31,0,22,14,9,17,2024,5,-33.9399,151.1753,-16.8858,145.7553,45.16129032258064
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,May-24,93,93,0,64,66,29,27,2024,5,-33.9399,151.1753,-28.1644,153.5051,70.96774193548387
Sydney-Melbourne,Sydney,Melbourne,Qantas,May-24,979,892,87,709,723,183,169,2024,5,-33.9399,151.1753,-37.669,144.841,81.05381165919282
Sydney-Perth,Sydney,Perth,Qantas,May-24,205,204,1,150,180,54,24,2024,5,-33.9399,151.1753,-31.9403,115.9676,88.23529411764706
Canberra-Sydney,Canberra,Sydney,Qantas,May-24,55,55,0,46,44,9,11,2024,5,-35.3069,149.195,-33.9399,151.1753,80.0
Sydney-Canberra,Sydney,Canberra,Qantas,May-24,55,55,0,50,49,5,6,2024,5,-33.9399,151.1753,-35.3069,149.195,89.0909090909091
Brisbane-Darwin,Brisbane,Darwin,Qantas,May-24,9,9,0,6,6,3,3,2024,5,-27.3842,153.1175,-12.4147,130.8767,66.66666666666666
Darwin-Brisbane,Darwin,Brisbane,Qantas,May-24,8,8,0,5,6,3,2,2024,5,-12.4147,130.8767,-27.3842,153.1175,75.0
Darwin-Melbourne,Darwin,Melbourne,Qantas,May-24,31,30,1,22,27,8,3,2024,5,-12.4147,130.8767,-37.669,144.841,90.0
Melbourne-Darwin,Melbourne,Darwin,Qantas,May-24,31,31,0,27,24,4,7,2024,5,-37.669,144.841,-12.4147,130.8767,77.41935483870968
Brisbane-Melbourne,Brisbane,Melbourne,QantasLink,May-24,35,30,5,15,15,15,15,2024,5,-27.3842,153.1175,-37.669,144.841,50.0
Melbourne-Brisbane,Melbourne,Brisbane,QantasLink,May-24,35,30,5,21,21,9,9,2024,5,-37.669,144.841,-27.3842,153.1175,70.0
Brisbane-Darwin,Brisbane,Darwin,QantasLink,May-24,31,31,0,23,5,8,26,2024,5,-27.3842,153.1175,-12.4147,130.8767,16.129032258064516
Darwin-Brisbane,Darwin,Brisbane,QantasLink,May-24,31,31,0,4,11,27,20,2024,5,-12.4147,130.8767,-27.3842,153.1175,35.483870967741936
Adelaide-Brisbane,Adelaide,Brisbane,QantasLink,May-24,157,157,0,134,130,23,27,2024,5,-34.945,138.5306,-27.3842,153.1175,82.80254777070064
Adelaide-Canberra,Adelaide,Canberra,QantasLink,May-24,85,85,0,77,74,8,11,2024,5,-34.945,138.5306,-35.3069,149.195,87.05882352941177
Adelaide-Melbourne,Adelaide,Melbourne,QantasLink,May-24,13,12,1,10,11,2,1,2024,5,-34.945,138.5306,-37.669,144.841,91.66666666666666
Brisbane-Adelaide,Brisbane,Adelaide,QantasLink,May-24,157,157,0,123,136,34,21,2024,5,-27.3842,153.1175,-34.945,138.5306,86.62420382165605
Brisbane-Cairns,Brisbane,Cairns,QantasLink,May-24,104,104,0,65,45,39,59,2024,5,-27.3842,153.1175,-16.8858,145.7553,43.269230769230774
Brisbane-Canberra,Brisbane,Canberra,QantasLink,May-24,155,152,3,124,125,28,27,2024,5,-27.3842,153.1175,-35.3069,149.195,82.23684210526315
Cairns-Brisbane,Cairns,Brisbane,QantasLink,May-24,104,104,0,53,63,51,41,2024,5,-16.8858,145.7553,-27.3842,153.1175,60.57692307692307
Canberra-Adelaide,Canberra,Adelaide,QantasLink,May-24,85,85,0,72,75,13,10,2024,5,-35.3069,149.195,-34.945,138.5306,88.23529411764706
Canberra-Brisbane,Canberra,Brisbane,QantasLink,May-24,155,151,4,120,109,31,42,2024,5,-35.3069,149.195,-27.3842,153.1175,72.18543046357617
Canberra-Melbourne,Canberra,Melbourne,QantasLink,May-24,246,224,22,151,156,73,68,2024,5,-35.3069,149.195,-37.669,144.841,69.64285714285714
Canberra-Sydney,Canberra,Sydney,QantasLink,May-24,378,359,19,293,269,66,90,2024,5,-35.3069,149.195,-33.9399,151.1753,74.93036211699165
Darwin-Perth,Darwin,Perth,QantasLink,May-24,31,31,0,13,13,18,18,2024,5,-12.4147,130.8767,-31.9403,115.9676,41.935483870967744
Melbourne-Adelaide,Melbourne,Adelaide,QantasLink,May-24,13,13,0,11,13,2,0,2024,5,-37.669,144.841,-34.945,138.5306,100.0
Melbourne-Canberra,Melbourne,Canberra,QantasLink,May-24,246,226,20,172,172,54,54,2024,5,-37.669,144.841,-35.3069,149.195,76.10619469026548
Perth-Darwin,Perth,Darwin,QantasLink,May-24,32,32,0,24,21,8,11,2024,5,-31.9403,115.9676,-12.4147,130.8767,65.625
Sydney-Canberra,Sydney,Canberra,QantasLink,May-24,378,363,15,302,304,61,59,2024,5,-33.9399,151.1753,-35.3069,149.195,83.7465564738292
Adelaide-Brisbane,Adelaide,Brisbane,Rex Airlines,May-24,31,30,1,29,29,1,1,2024,5,-34.945,138.5306,-27.3842,153.1175,96.66666666666667
Brisbane-Adelaide,Brisbane,Adelaide,Rex Airlines,May-24,31,30,1,29,29,1,1,2024,5,-27.3842,153.1175,-34.945,138.5306,96.66666666666667
Adelaide-Melbourne,Adelaide,Melbourne,Rex Airlines,May-24,62,62,0,52,48,10,14,2024,5,-34.945,138.5306,-37.669,144.841,77.41935483870968
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,May-24,58,58,0,48,46,10,12,2024,5,-27.3842,153.1175,-37.669,144.841,79.3103448275862
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,May-24,152,152,0,129,125,23,27,2024,5,-27.3842,153.1175,-33.9399,151.1753,82.23684210526315
Canberra-Melbourne,Canberra,Melbourne,Rex Airlines,May-24,31,31,0,23,22,8,9,2024,5,-35.3069,149.195,-37.669,144.841,70.96774193548387
Gold Coast-Melbourne,Gold Coast,Melbourne,Rex Airlines,May-24,31,31,0,24,20,7,11,2024,5,-28.1644,153.5051,-37.669,144.841,64.51612903225806
Gold Coast-Sydney,Gold Coast,Sydney,Rex Airlines,May-24,30,30,0,28,29,2,1,2024,5,-28.1644,153.5051,-33.9399,151.1753,96.66666666666667
Melbourne-Adelaide,Melbourne,Adelaide,Rex Airlines,May-24,62,62,0,56,56,6,6,2024,5,-37.669,144.841,-34.945,138.5306,90.32258064516128
Melbourne-Brisbane,Melbourne,Brisbane,Rex Airlines,May-24,58,58,0,51,49,7,9,2024,5,-37.669,144.841,-27.3842,153.1175,84.48275862068965
Melbourne-Canberra,Melbourne,Canberra,Rex Airlines,May-24,31,31,0,24,22,7,9,2024,5,-37.669,144.841,-35.3069,149.195,70.96774193548387
Melbourne-Gold Coast,Melbourne,Gold Coast,Rex Airlines,May-24,31,31,0,27,24,4,7,2024,5,-37.669,144.841,-28.1644,153.5051,77.41935483870968
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,May-24,211,208,3,182,167,26,41,2024,5,-37.669,144.841,-33.9399,151.1753,80.28846153846155
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,May-24,152,152,0,131,123,21,29,2024,5,-33.9399,151.1753,-27.3842,153.1175,80.92105263157895
Sydney-Gold Coast,Sydney,Gold Coast,Rex Airlines,May-24,30,30,0,28,27,2,3,2024,5,-33.9399,151.1753,-28.1644,153.5051,90.0
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,May-24,211,208,3,168,170,40,38,2024,5,-33.9399,151.1753,-37.669,144.841,81.73076923076923
Sydney-Adelaide,Sydney,Adelaide,Rex Airlines,May-24,31,31,0,26,26,5,5,2024,5,-33.9399,151.1753,-34.945,138.5306,83.87096774193549
Adelaide-Sydney,Adelaide,Sydney,Rex Airlines,May-24,31,31,0,26,28,5,3,2024,5,-34.945,138.5306,-33.9399,151.1753,90.32258064516128
Brisbane-Cairns,Brisbane,Cairns,Rex Airlines,May-24,9,8,1,7,7,1,1,2024,5,-27.3842,153.1175,-16.8858,145.7553,87.5
Cairns-Brisbane,Cairns,Brisbane,Rex Airlines,May-24,9,9,0,8,8,1,1,2024,5,-16.8858,145.7553,-27.3842,153.1175,88.88888888888889
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,May-24,131,124,7,106,110,18,14,2024,5,-34.945,138.5306,-27.3842,153.1175,88.70967741935483
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,May-24,18,18,0,16,16,2,2,2024,5,-34.945,138.5306,-35.3069,149.195,88.88888888888889
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,May-24,31,31,0,21,19,10,12,2024,5,-34.945,138.5306,-28.1644,153.5051,61.29032258064516
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,May-24,253,249,4,207,201,42,48,2024,5,-34.945,138.5306,-37.669,144.841,80.72289156626506
Adelaide-Perth,Adelaide,Perth,Virgin Australia,May-24,38,38,0,19,31,19,7,2024,5,-34.945,138.5306,-31.9403,115.9676,81.57894736842105
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,May-24,180,176,4,150,128,26,48,2024,5,-34.945,138.5306,-33.9399,151.1753,72.72727272727273
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,May-24,131,126,5,112,115,14,11,2024,5,-27.3842,153.1175,-34.945,138.5306,91.26984126984127
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,May-24,173,172,1,143,129,29,43,2024,5,-27.3842,153.1175,-16.8858,145.7553,75.0
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,May-24,112,112,0,76,85,36,27,2024,5,-27.3842,153.1175,-35.3069,149.195,75.89285714285714
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,May-24,43,43,0,29,26,14,17,2024,5,-27.3842,153.1175,-12.4147,130.8767,60.46511627906976
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,May-24,396,390,6,311,313,79,77,2024,5,-27.3842,153.1175,-37.669,144.841,80.25641025641026
Brisbane-Perth,Brisbane,Perth,Virgin Australia,May-24,113,113,0,79,103,34,10,2024,5,-27.3842,153.1175,-31.9403,115.9676,91.1504424778761
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,May-24,491,476,15,389,367,87,109,2024,5,-27.3842,153.1175,-33.9399,151.1753,77.10084033613445
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,May-24,173,172,1,113,143,59,29,2024,5,-16.8858,145.7553,-27.3842,153.1175,83.13953488372093
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,May-24,62,62,0,40,50,22,12,2024,5,-16.8858,145.7553,-37.669,144.841,80.64516129032258
Cairns-Sydney,Cairns,Sydney,Virgin Australia,May-24,79,79,0,64,67,15,12,2024,5,-16.8858,145.7553,-33.9399,151.1753,84.81012658227847
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,May-24,18,18,0,16,17,2,1,2024,5,-35.3069,149.195,-34.945,138.5306,94.44444444444444
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,May-24,112,112,0,82,76,30,36,2024,5,-35.3069,149.195,-27.3842,153.1175,67.85714285714286
Canberra-Gold Coast,Canberra,Gold Coast,Virgin Australia,May-24,31,31,0,24,21,7,10,2024,5,-35.3069,149.195,-28.1644,153.5051,67.74193548387096
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,May-24,133,133,0,105,101,28,32,2024,5,-35.3069,149.195,-37.669,144.841,75.93984962406014
Canberra-Sydney,Canberra,Sydney,Virgin Australia,May-24,262,246,16,202,192,44,54,2024,5,-35.3069,149.195,-33.9399,151.1753,78.04878048780488
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,May-24,42,42,0,19,33,23,9,2024,5,-12.4147,130.8767,-27.3842,153.1175,78.57142857142857
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,May-24,32,32,0,18,23,14,9,2024,5,-12.4147,130.8767,-37.669,144.841,71.875
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,May-24,31,31,0,18,17,13,14,2024,5,-28.1644,153.5051,-34.945,138.5306,54.83870967741935
Gold Coast-Canberra,Gold Coast,Canberra,Virgin Australia,May-24,31,31,0,23,23,8,8,2024,5,-28.1644,153.5051,-35.3069,149.195,74.19354838709677
